L(T-1),L(T-2),L(T-24),L(T-48),P(T-1),P(T-2),P(T-24),P(T-48),Day,Season,L(T)
7797.68,7129.3,8419.56,8872.9,2855.04,2708.59,3158.32,3385.14,0,2,5922.35
5922.35,7797.68,9687,9732.03,2574.52,2855.04,4943.48,4794.58,0,2,7923.2
7923.2,5922.35,9412.98,8989.43,3284.84,2574.52,5188.42,4845.45,0,2,9422.35
9422.35,7923.2,8046.53,7054.63,4713.76,3284.84,3430.11,3050.31,0,2,7702.02
7702.02,9422.35,6127.13,5604.45,3392.91,4713.76,2625.17,2589.59,0,2,5579.1
5579.1,7702.02,4516.85,4639.58,2797.67,3392.91,2224.57,2311.04,0,2,4302.4
4302.4,5579.1,5014.48,5131.65,2404.08,2797.67,2377.18,2346.19,0,2,4804.6
4804.6,4302.4,4852.3,5133.38,2402.01,2404.08,2364.83,2222.13,0,2,4631.7
4631.7,4804.6,5604.75,5662.85,2000.13,2402.01,2302.92,2093.85,0,2,5046.33
5046.33,4631.7,5927.4,5983.08,2024.95,2000.13,2121.73,1991.51,0,2,5580.7
5580.7,5046.33,5908.8,5937.38,1999.52,2024.95,2056.56,1876.99,0,2,5512.8
5512.8,5580.7,5840.05,5408.33,1952.89,1999.52,2208.29,1896.64,0,2,5185.18
5185.18,5512.8,6103.33,6008.8,2050.56,1952.89,2528.62,2249.5,0,2,4366.45
4366.45,5185.18,8957.18,9051.63,2098.32,2050.56,3066.69,2848.82,0,2,6864.25
6864.25,4366.45,9838.38,10721.05,2666.91,2098.32,3875.08,4306.34,0,2,9112.21
9112.21,6864.25,8810.28,9514.48,3185.04,2666.91,4990.4,5775.28,0,2,9030.99
9030.99,9112.21,8059.01,9327.73,4385.03,3185.04,4498.73,6050.3,0,2,8552.77
8552.77,9030.99,7226.53,8983.51,5150.19,4385.03,3618.37,4171.29,0,2,8049.43
8049.43,8552.77,6976.35,8428.08,4585.04,5150.19,3272.44,3562.88,0,2,7114.8
7114.8,8049.43,6913.65,7911.58,3387.72,4585.04,3269.7,3222.77,0,2,6471.58
6471.58,7114.8,6109.95,6647.23,3179.64,3387.72,2801.95,2759.71,0,2,5727.13
5727.13,6471.58,6334.48,7034.23,2844.81,3179.64,2676.03,2570.99,0,2,5751.66
5751.66,5727.13,7129.3,8499.05,2773.62,2844.81,2708.59,2764.61,0,2,6151.97
6151.97,5751.66,7797.68,9653.65,2787.52,2773.62,2855.04,3095.8,0,2,7036.75
7036.75,6151.97,5922.35,8419.56,2895.34,2787.52,2574.52,3158.32,0,2,7138.89
7138.89,7036.75,7923.2,9687,2943.1,2895.34,3284.84,4943.48,0,2,8812.03
8812.03,7138.89,9422.35,9412.98,3754.23,2943.1,4713.76,5188.42,0,2,9712.93
9712.93,8812.03,7702.02,8046.53,4661.07,3754.23,3392.91,3430.11,0,2,7376.38
7376.38,9712.93,5579.1,6127.13,3144.3,4661.07,2797.67,2625.17,0,2,5523.18
5523.18,7376.38,4302.4,4516.85,2680.69,3144.3,2404.08,2224.57,0,2,3841.23
3841.23,5523.18,4804.6,5014.48,2508.46,2680.69,2402.01,2377.18,0,2,4155.88
4155.88,3841.23,4631.7,4852.3,2268.9,2508.46,2000.13,2364.83,0,2,4511.95
4511.95,4155.88,5046.33,5604.75,2051.33,2268.9,2024.95,2302.92,0,2,5069.33
5069.33,4511.95,5580.7,5927.4,2039.02,2051.33,1999.52,2121.73,0,2,5444.6
5444.6,5069.33,5512.8,5908.8,1999.35,2039.02,1952.89,2056.56,0,2,5511.25
5511.25,5444.6,5185.18,5840.05,1979.01,1999.35,2050.56,2208.29,0,2,5247.95
5247.95,5511.25,4366.45,6103.33,2042.91,1979.01,2098.32,2528.62,0,2,5338.58
5338.58,5247.95,6864.25,8957.18,2220.88,2042.91,2666.91,3066.69,0,2,7053.98
7053.98,5338.58,9112.21,9838.38,2642.46,2220.88,3185.04,3875.08,0,2,9428.68
9428.68,7053.98,9030.99,8810.28,3549.29,2642.46,4385.03,4990.4,0,2,8966.73
8966.73,9428.68,8552.77,8059.01,5150.32,3549.29,5150.19,4498.73,0,2,8555.47
8555.47,8966.73,8049.43,7226.53,4295.14,5150.32,4585.04,3618.37,0,2,7944.53
7944.53,8555.47,7114.8,6976.35,3999.98,4295.14,3387.72,3272.44,0,2,7545.98
7545.98,7944.53,6471.58,6913.65,3627.77,3999.98,3179.64,3269.7,0,2,6847.34
6847.34,7545.98,5727.13,6109.95,3267.28,3627.77,2844.81,2801.95,0,2,5929.1
5929.1,6847.34,5751.66,6334.48,2799.91,3267.28,2773.62,2676.03,0,2,5889.3
5889.3,5929.1,6151.97,7129.3,2602.67,2799.91,2787.52,2708.59,0,2,6566.64
6566.64,5889.3,7036.75,7797.68,2622.93,2602.67,2895.34,2855.04,0,2,7243
7243,6566.64,7138.89,5922.35,2865.65,2622.93,2943.1,2574.52,0,2,7170.21
7170.21,7243,8812.03,7923.2,3025.67,2865.65,3754.23,3284.84,0,2,8582.55
8582.55,7170.21,9712.93,9422.35,3632.82,3025.67,4661.07,4713.76,0,2,9275.49
9275.49,8582.55,7376.38,7702.02,4373.26,3632.82,3144.3,3392.91,0,2,7012.58
7012.58,9275.49,5523.18,5579.1,3026.24,4373.26,2680.69,2797.67,0,2,5352.43
5352.43,7012.58,3841.23,4302.4,2544.36,3026.24,2508.46,2404.08,0,2,4049.15
4049.15,5352.43,4155.88,4804.6,2363.56,2544.36,2268.9,2402.01,0,2,4574.43
4574.43,4049.15,4511.95,4631.7,2300.91,2363.56,2051.33,2000.13,1,2,4504.95
4504.95,4574.43,5069.33,5046.33,2178.82,2300.91,2039.02,2024.95,1,2,4677.95
4677.95,4504.95,5444.6,5580.7,2112.71,2178.82,1999.35,1999.52,1,2,4894.7
4894.7,4677.95,5511.25,5512.8,1958.6,2112.71,1979.01,1952.89,1,2,5019.73
5019.73,4894.7,5247.95,5185.18,1829.72,1958.6,2042.91,2050.56,1,2,4949.78
4949.78,5019.73,5338.58,4366.45,1991.7,1829.72,2220.88,2098.32,1,2,4921.8
4921.8,4949.78,7053.98,6864.25,2058.08,1991.7,2642.46,2666.91,1,2,7520.57
7520.57,4921.8,9428.68,9112.21,2647.8,2058.08,3549.29,3185.04,1,2,10111.43
10111.43,7520.57,8966.73,9030.99,3204.22,2647.8,5150.32,4385.03,1,2,10261.55
10261.55,10111.43,8555.47,8552.77,3946.95,3204.22,4295.14,5150.19,1,2,9668.88
9668.88,10261.55,7944.53,8049.43,4305.55,3946.95,3999.98,4585.04,1,2,8787.45
8787.45,9668.88,7545.98,7114.8,3957.07,4305.55,3627.77,3387.72,1,2,8017.7
8017.7,8787.45,6847.34,6471.58,3530.07,3957.07,3267.28,3179.64,1,2,7260.95
7260.95,8017.7,5929.1,5727.13,3151.94,3530.07,2799.91,2844.81,1,2,6262.3
6262.3,7260.95,5889.3,5751.66,2677.16,3151.94,2602.67,2773.62,1,2,6453.34
6453.34,6262.3,6566.64,6151.97,2584.74,2677.16,2622.93,2787.52,1,2,6937.78
6937.78,6453.34,7243,7036.75,2673.8,2584.74,2865.65,2895.34,1,2,7841.45
7841.45,6937.78,7170.21,7138.89,2830.33,2673.8,3025.67,2943.1,1,2,7427.31
7427.31,7841.45,8582.55,8812.03,2987.51,2830.33,3632.82,3754.23,1,2,9252.16
9252.16,7427.31,9275.49,9712.93,3549.65,2987.51,4373.26,4661.07,1,2,10112.5
10112.5,9252.16,7012.58,7376.38,4163.53,3549.65,3026.24,3144.3,1,2,7340.82
7340.82,10112.5,5352.43,5523.18,3120.09,4163.53,2544.36,2680.69,1,2,5317.16
5317.16,7340.82,4049.15,3841.23,2710.4,3120.09,2363.56,2508.46,1,2,3831.08
3831.08,5317.16,4574.43,4155.88,2279.13,2710.4,2300.91,2268.9,1,2,4371.03
4371.03,3831.08,4504.95,4511.95,2218.6,2279.13,2178.82,2051.33,0,2,4630.4
4630.4,4371.03,4677.95,5069.33,2000.11,2218.6,2112.71,2039.02,0,2,4639.33
4639.33,4630.4,4894.7,5444.6,1905.21,2000.11,1958.6,1999.35,0,2,4681.78
4681.78,4639.33,5019.73,5511.25,1708.95,1905.21,1829.72,1979.01,0,2,4679.23
4679.23,4681.78,4949.78,5247.95,1561.43,1708.95,1991.7,2042.91,0,2,4731.83
4731.83,4679.23,4921.8,5338.58,1783.04,1561.43,2058.08,2220.88,0,2,5026.43
5026.43,4731.83,7520.57,7053.98,2129.41,1783.04,2647.8,2642.46,0,2,7056.38
7056.38,5026.43,10111.43,9428.68,2536.29,2129.41,3204.22,3549.29,0,2,10061.2
10061.2,7056.38,10261.55,8966.73,3959.8,2536.29,3946.95,5150.32,0,2,9422.95
9422.95,10061.2,9668.88,8555.47,5825.52,3959.8,4305.55,4295.14,0,2,8577.5
8577.5,9422.95,8787.45,7944.53,6375.07,5825.52,3957.07,3999.98,0,2,8227.33
8227.33,8577.5,8017.7,7545.98,5825.41,6375.07,3530.07,3627.77,0,2,8037.43
8037.43,8227.33,7260.95,6847.34,4450.57,5825.41,3151.94,3267.28,0,2,7226.65
7226.65,8037.43,6262.3,5929.1,4033.07,4450.57,2677.16,2799.91,0,2,6139.96
6139.96,7226.65,6453.34,5889.3,3156.8,4033.07,2584.74,2602.67,0,2,7050.5
7050.5,6139.96,6937.78,6566.64,2972.26,3156.8,2673.8,2622.93,0,2,7688.99
7688.99,7050.5,7841.45,7243,2982.47,2972.26,2830.33,2865.65,0,2,8758.63
8758.63,7688.99,7427.31,7170.21,3533.4,2982.47,2987.51,3025.67,0,2,8392.7
8392.7,8758.63,9252.16,8582.55,4231.91,3533.4,3549.65,3632.82,0,2,8381.68
8381.68,8392.7,10112.5,9275.49,5588.09,4231.91,4163.53,4373.26,0,2,9112.35
9112.35,8381.68,7340.82,7012.58,5707.31,5588.09,3120.09,3026.24,0,2,8430.75
8430.75,9112.35,5317.16,5352.43,4535.18,5707.31,2710.4,2544.36,0,2,6716.25
6716.25,8430.75,3831.08,4049.15,3248.22,4535.18,2279.13,2363.56,0,2,4496.28
4496.28,6716.25,4371.03,4574.43,2570.3,3248.22,2218.6,2300.91,0,2,4907.3
4907.3,4496.28,4630.4,4504.95,2446.42,2570.3,2000.11,2178.82,0,2,4765.48
4765.48,4907.3,4639.33,4677.95,2049.91,2446.42,1905.21,2112.71,0,2,5271.35
5271.35,4765.48,4681.78,4894.7,1884,2049.91,1708.95,1958.6,0,2,5319.13
5319.13,5271.35,4679.23,5019.73,1780.66,1884,1561.43,1829.72,0,2,5331.4
5331.4,5319.13,4731.83,4949.78,1668.53,1780.66,1783.04,1991.7,0,2,5587.9
5587.9,5331.4,5026.43,4921.8,1804.4,1668.53,2129.41,2058.08,0,2,5506.03
5506.03,5587.9,7056.38,7520.57,2047.67,1804.4,2536.29,2647.8,0,2,8500.87
8500.87,5506.03,10061.2,10111.43,2819.88,2047.67,3959.8,3204.22,0,2,10237.6
10237.6,8500.87,9422.95,10261.55,3784.14,2819.88,5825.52,3946.95,0,2,9674.18
9674.18,10237.6,8577.5,9668.88,6350.37,3784.14,6375.07,4305.55,0,2,9124.93
9124.93,9674.18,8227.33,8787.45,6500.65,6350.37,5825.41,3957.07,0,2,9284.33
9284.33,9124.93,8037.43,8017.7,6350.4,6500.65,4450.57,3530.07,0,2,8418.02
8418.02,9284.33,7226.65,7260.95,4578.96,6350.4,4033.07,3151.94,0,2,8374.7
8374.7,8418.02,6139.96,6262.3,4500.33,4578.96,3156.8,2677.16,0,2,7374.31
7374.31,8374.7,7050.5,6453.34,3197.69,4500.33,2972.26,2584.74,0,2,8355.48
8355.48,7374.31,7688.99,6937.78,2929.69,3197.69,2982.47,2673.8,0,2,9789.59
9789.59,8355.48,8758.63,7841.45,3108.88,2929.69,3533.4,2830.33,0,2,10335.98
10335.98,9789.59,8392.7,7427.31,3885.18,3108.88,4231.91,2987.51,0,2,9398.28
9398.28,10335.98,8381.68,9252.16,4240.35,3885.18,5588.09,3549.65,0,2,9675.28
9675.28,9398.28,9112.35,10112.5,5959.15,4240.35,5707.31,4163.53,0,2,10236.51
10236.51,9675.28,8430.75,7340.82,5946.03,5959.15,4535.18,3120.09,0,2,8298.49
8298.49,10236.51,6716.25,5317.16,4104.6,5946.03,3248.22,2710.4,0,2,5835.78
5835.78,8298.49,4496.28,3831.08,2896.18,4104.6,2570.3,2279.13,0,2,4525.88
4525.88,5835.78,4907.3,4371.03,2352.21,2896.18,2446.42,2218.6,0,2,4197.53
4197.53,4525.88,4765.48,4630.4,2091.95,2352.21,2049.91,2000.11,0,2,5552.08
5552.08,4197.53,5271.35,4639.33,2222.51,2091.95,1884,1905.21,0,2,6025.58
6025.58,5552.08,5319.13,4681.78,2094.76,2222.51,1780.66,1708.95,0,2,6242.09
6242.09,6025.58,5331.4,4679.23,1990.75,2094.76,1668.53,1561.43,0,2,6464.6
6464.6,6242.09,5587.9,4731.83,1951.55,1990.75,1804.4,1783.04,0,2,6325.88
6325.88,6464.6,5506.03,5026.43,2034.52,1951.55,2047.67,2129.41,0,2,6402.6
6402.6,6325.88,8500.87,7056.38,2196.13,2034.52,2819.88,2536.29,0,2,9542.55
9542.55,6402.6,10237.6,10061.2,3099.68,2196.13,3784.14,3959.8,0,2,10954.75
10954.75,9542.55,9674.18,9422.95,4529.49,3099.68,6350.37,5825.52,0,2,10124.33
10124.33,10954.75,9124.93,8577.5,6500.74,4529.49,6500.65,6375.07,0,2,9258.1
9258.1,10124.33,9284.33,8227.33,6900.83,6500.74,6350.4,5825.41,0,2,9246.95
9246.95,9258.1,8418.02,8037.43,6600.69,6900.83,4578.96,4450.57,0,2,8712.1
8712.1,9246.95,8374.7,7226.65,6349.99,6600.69,4500.33,4033.07,0,2,8116.6
8116.6,8712.1,7374.31,6139.96,4657.01,6349.99,3197.69,3156.8,0,2,7637.03
7637.03,8116.6,8355.48,7050.5,3393.51,4657.01,2929.69,2972.26,0,2,8880.03
8880.03,7637.03,9789.59,7688.99,3040.32,3393.51,3108.88,2982.47,0,2,9912.02
9912.02,8880.03,10335.98,8758.63,3057.61,3040.32,3885.18,3533.4,0,2,10307.83
10307.83,9912.02,9398.28,8392.7,3693.61,3057.61,4240.35,4231.91,0,2,9420.33
9420.33,10307.83,9675.28,8381.68,4122.03,3693.61,5959.15,5588.09,0,2,10035.2
10035.2,9420.33,10236.51,9112.35,6115.27,4122.03,5946.03,5707.31,0,2,9944.63
9944.63,10035.2,8298.49,8430.75,6212.85,6115.27,4104.6,4535.18,0,2,8386.5
8386.5,9944.63,5835.78,6716.25,4300.13,6212.85,2896.18,3248.22,0,2,6487.62
6487.62,8386.5,4525.88,4496.28,3041.85,4300.13,2352.21,2570.3,0,2,4937.78
4937.78,6487.62,4197.53,4907.3,2180.28,3041.85,2091.95,2446.42,0,2,4905.05
4905.05,4937.78,5552.08,4765.48,2000.32,2180.28,2222.51,2049.91,0,2,5700.7
5700.7,4905.05,6025.58,5271.35,2179.11,2000.32,2094.76,1884,0,2,6145.45
6145.45,5700.7,6242.09,5319.13,1922,2179.11,1990.75,1780.66,0,2,6259.53
6259.53,6145.45,6464.6,5331.4,1844.94,1922,1951.55,1668.53,0,2,6263.75
6263.75,6259.53,6325.88,5587.9,1805.41,1844.94,2034.52,1804.4,0,2,6301.81
6301.81,6263.75,6402.6,5506.03,1880.13,1805.41,2196.13,2047.67,0,2,6303.35
6303.35,6301.81,9542.55,8500.87,1995.2,1880.13,3099.68,2819.88,0,2,9527.1
9527.1,6303.35,10954.75,10237.6,2779.9,1995.2,4529.49,3784.14,0,2,11413.13
11413.13,9527.1,10124.33,9674.18,4485.23,2779.9,6500.74,6350.37,0,2,10886.93
10886.93,11413.13,9258.1,9124.93,6500.29,4485.23,6900.83,6500.65,0,2,10609.3
10609.3,10886.93,9246.95,9284.33,6500.42,6500.29,6600.69,6350.4,0,2,10806.87
10806.87,10609.3,8712.1,8418.02,5324.95,6500.42,6349.99,4578.96,0,2,8996.63
8996.63,10806.87,8116.6,8374.7,3946.43,5324.95,4657.01,4500.33,0,2,8380.44
8380.44,8996.63,7637.03,7374.31,3519.8,3946.43,3393.51,3197.69,0,2,7729.52
7729.52,8380.44,8880.03,8355.48,2966.52,3519.8,3040.32,2929.69,0,2,9243.73
9243.73,7729.52,9912.02,9789.59,2809.43,2966.52,3057.61,3108.88,0,2,10364.94
10364.94,9243.73,10307.83,10335.98,3086.37,2809.43,3693.61,3885.18,0,2,10414.95
10414.95,10364.94,9420.33,9398.28,3507.4,3086.37,4122.03,4240.35,0,2,9053.43
9053.43,10414.95,10035.2,9675.28,3544.79,3507.4,6115.27,5959.15,0,2,10115.58
10115.58,9053.43,9944.63,10236.51,5253.01,3544.79,6212.85,5946.03,0,2,10614.42
10614.42,10115.58,8386.5,8298.49,5153.12,5253.01,4300.13,4104.6,0,2,7685.34
7685.34,10614.42,6487.62,5835.78,3093.83,5153.12,3041.85,2896.18,0,2,5629.9
5629.9,7685.34,4937.78,4525.88,2682.04,3093.83,2180.28,2352.21,0,2,4568.5
4568.5,5629.9,4905.05,4197.53,2272.76,2682.04,2000.32,2091.95,0,2,4730.73
4730.73,4568.5,5700.7,5552.08,2075.22,2272.76,2179.11,2222.51,0,2,6273.75
6273.75,4730.73,6145.45,6025.58,2096.63,2075.22,1922,2094.76,0,2,6811.96
6811.96,6273.75,6259.53,6242.09,1959.69,2096.63,1844.94,1990.75,0,2,6996.95
6996.95,6811.96,6263.75,6464.6,1869.68,1959.69,1805.41,1951.55,0,2,7011.05
7011.05,6996.95,6301.81,6325.88,1856.58,1869.68,1880.13,2034.52,0,2,7032.85
7032.85,7011.05,6303.35,6402.6,1977.02,1856.58,1995.2,2196.13,0,2,7119.29
7119.29,7032.85,9527.1,9542.55,2309.4,1977.02,2779.9,3099.68,0,2,9766.07
9766.07,7119.29,11413.13,10954.75,3007.21,2309.4,4485.23,4529.49,0,2,11423.61
11423.61,9766.07,10886.93,10124.33,4464.93,3007.21,6500.29,6500.74,0,2,10772.46
10772.46,11423.61,10609.3,9258.1,5947.89,4464.93,6500.42,6900.83,0,2,10125.45
10125.45,10772.46,10806.87,9246.95,6500.36,5947.89,5324.95,6600.69,0,2,9463.99
9463.99,10125.45,8996.63,8712.1,4768.48,6500.36,3946.43,6349.99,0,2,8422.47
8422.47,9463.99,8380.44,8116.6,4199.1,4768.48,3519.8,4657.01,0,2,8359.43
8359.43,8422.47,7729.52,7637.03,3694.05,4199.1,2966.52,3393.51,0,2,7442.57
7442.57,8359.43,9243.73,8880.03,3143,3694.05,2809.43,3040.32,0,2,8692.35
8692.35,7442.57,10364.94,9912.02,2887.53,3143,3086.37,3057.61,0,2,9556.82
9556.82,8692.35,10414.95,10307.83,3007.4,2887.53,3507.4,3693.61,0,2,9963.5
9963.5,9556.82,9053.43,9420.33,3342.66,3007.4,3544.79,4122.03,0,2,9265.73
9265.73,9963.5,10115.58,10035.2,3359.95,3342.66,5253.01,6115.27,0,2,9980.4
9980.4,9265.73,10614.42,9944.63,4139.8,3359.95,5153.12,6212.85,0,2,10330.95
10330.95,9980.4,7685.34,8386.5,4635.57,4139.8,3093.83,4300.13,0,2,7864.01
7864.01,10330.95,5629.9,6487.62,3197.3,4635.57,2682.04,3041.85,0,2,5953.85
5953.85,7864.01,4568.5,4937.78,2595.25,3197.3,2272.76,2180.28,0,2,4926.78
4926.78,5953.85,4730.73,4905.05,2207.7,2595.25,2075.22,2000.32,0,2,5473.25
5473.25,4926.78,6273.75,5700.7,2367.61,2207.7,2096.63,2179.11,0,2,5896.58
5896.58,5473.25,6811.96,6145.45,2230.17,2367.61,1959.69,1922,0,2,6870.63
6870.63,5896.58,6996.95,6259.53,2138.56,2230.17,1869.68,1844.94,0,2,7109.45
7109.45,6870.63,7011.05,6263.75,1996.13,2138.56,1856.58,1805.41,0,2,7256.7
7256.7,7109.45,7032.85,6301.81,1991.93,1996.13,1977.02,1880.13,0,2,6849.03
6849.03,7256.7,7119.29,6303.35,2074.84,1991.93,2309.4,1995.2,0,2,6894.04
6894.04,6849.03,9766.07,9527.1,2315.86,2074.84,3007.21,2779.9,0,2,9899.73
9899.73,6894.04,11423.61,11413.13,3001.28,2315.86,4464.93,4485.23,0,2,11288.43
11288.43,9899.73,10772.46,10886.93,4464.33,3001.28,5947.89,6500.29,0,2,9932.23
9932.23,11288.43,10125.45,10609.3,6750.58,4464.33,6500.36,6500.42,0,2,8902.38
8902.38,9932.23,9463.99,10806.87,8000.15,6750.58,4768.48,5324.95,0,2,8709.2
8709.2,8902.38,8422.47,8996.63,5856.43,8000.15,4199.1,3946.43,0,2,8422.91
8422.91,8709.2,8359.43,8380.44,4124.35,5856.43,3694.05,3519.8,0,2,8548.23
8548.23,8422.91,7442.57,7729.52,3777.02,4124.35,3143,2966.52,0,2,7756.17
7756.17,8548.23,8692.35,9243.73,3191.28,3777.02,2887.53,2809.43,0,2,9093.91
9093.91,7756.17,9556.82,10364.94,2932.46,3191.28,3007.4,3086.37,0,2,9988.2
9988.2,9093.91,9963.5,10414.95,3032.68,2932.46,3342.66,3507.4,0,2,10242.18
10242.18,9988.2,9265.73,9053.43,3606.32,3032.68,3359.95,3544.79,0,2,9837.13
9837.13,10242.18,9980.4,10115.58,3706.59,3606.32,4139.8,5253.01,0,2,10212.18
10212.18,9837.13,10330.95,10614.42,4816.88,3706.59,4635.57,5153.12,0,2,10391.7
10391.7,10212.18,7864.01,7685.34,5196.75,4816.88,3197.3,3093.83,0,2,8452.39
8452.39,10391.7,5953.85,5629.9,3629.61,5196.75,2595.25,2682.04,0,2,6220.28
6220.28,8452.39,4926.78,4568.5,2996.7,3629.61,2207.7,2272.76,0,2,4973.33
4973.33,6220.28,5473.25,4730.73,2362.51,2996.7,2367.61,2075.22,0,2,5231.9
5231.9,4973.33,5896.58,6273.75,2496.4,2362.51,2230.17,2096.63,1,2,5547.7
5547.7,5231.9,6870.63,6811.96,2294,2496.4,2138.56,1959.69,1,2,6100.13
6100.13,5547.7,7109.45,6996.95,2203.52,2294,1996.13,1869.68,1,2,6617.73
6617.73,6100.13,7256.7,7011.05,2024.78,2203.52,1991.93,1856.58,1,2,6653.93
6653.93,6617.73,6849.03,7032.85,1968.63,2024.78,2074.84,1977.02,1,2,6611.7
6611.7,6653.93,6894.04,7119.29,2037.25,1968.63,2315.86,2309.4,1,2,6628.95
6628.95,6611.7,9899.73,9766.07,2235.61,2037.25,3001.28,3007.21,1,2,9679.3
9679.3,6628.95,11288.43,11423.61,2870.14,2235.61,4464.33,4464.93,1,2,11369.86
11369.86,9679.3,9932.23,10772.46,3817.61,2870.14,6750.58,5947.89,1,2,10827.73
10827.73,11369.86,8902.38,10125.45,4823.49,3817.61,8000.15,6500.36,1,2,10202.53
10202.53,10827.73,8709.2,9463.99,4867.97,4823.49,5856.43,4768.48,1,2,9581.08
9581.08,10202.53,8422.91,8422.47,4439.84,4867.97,4124.35,4199.1,1,2,8633.42
8633.42,9581.08,8548.23,8359.43,3559.63,4439.84,3777.02,3694.05,1,2,8298.23
8298.23,8633.42,7756.17,7442.57,3249.35,3559.63,3191.28,3143,1,2,6910.7
6910.7,8298.23,9093.91,8692.35,2664.06,3249.35,2932.46,2887.53,1,2,7274
7274,6910.7,9988.2,9556.82,2685.06,2664.06,3032.68,3007.4,1,2,8479.35
8479.35,7274,10242.18,9963.5,2772.2,2685.06,3606.32,3342.66,1,2,9386.59
9386.59,8479.35,9837.13,9265.73,3072.92,2772.2,3706.59,3359.95,1,2,8150.92
8150.92,9386.59,10212.18,9980.4,3110.36,3072.92,4816.88,4139.8,1,2,9164.5
9164.5,8150.92,10391.7,10330.95,3655.45,3110.36,5196.75,4635.57,1,2,9994.86
9994.86,9164.5,8452.39,7864.01,4459.11,3655.45,3629.61,3197.3,1,2,7326.53
7326.53,9994.86,6220.28,5953.85,3358,4459.11,2996.7,2595.25,1,2,4874.3
4874.3,7326.53,4973.33,4926.78,2497.51,3358,2362.51,2207.7,1,2,3904.33
3904.33,4874.3,5231.9,5473.25,2016.87,2497.51,2496.4,2367.61,1,2,4244.05
4244.05,3904.33,5547.7,5896.58,2087.74,2016.87,2294,2230.17,0,2,5249.63
5249.63,4244.05,6100.13,6870.63,1995.82,2087.74,2203.52,2138.56,0,2,5758.7
5758.7,5249.63,6617.73,7109.45,1887.59,1995.82,2024.78,1996.13,0,2,6098.35
6098.35,5758.7,6653.93,7256.7,1848.47,1887.59,1968.63,1991.93,0,2,6123.1
6123.1,6098.35,6611.7,6849.03,1805.51,1848.47,2037.25,2074.84,0,2,5928.25
5928.25,6123.1,6628.95,6894.04,1845.74,1805.51,2235.61,2315.86,0,2,5827.28
5827.28,5928.25,9679.3,9899.73,2035.06,1845.74,2870.14,3001.28,0,2,8308.75
8308.75,5827.28,11369.86,11288.43,2668.6,2035.06,3817.61,4464.33,0,2,9969.95
9969.95,8308.75,10827.73,9932.23,3994.37,2668.6,4823.49,6750.58,0,2,9103.95
9103.95,9969.95,10202.53,8902.38,6120.33,3994.37,4867.97,8000.15,0,2,8919.8
8919.8,9103.95,9581.08,8709.2,6375.2,6120.33,4439.84,5856.43,0,2,9520.46
9520.46,8919.8,8633.42,8422.91,5500.46,6375.2,3559.63,4124.35,0,2,8906.01
8906.01,9520.46,8298.23,8548.23,4118.72,5500.46,3249.35,3777.02,0,2,8847.16
8847.16,8906.01,6910.7,7756.17,3676.65,4118.72,2664.06,3191.28,0,2,8140.93
8140.93,8847.16,7274,9093.91,3261.29,3676.65,2685.06,2932.46,0,2,9540.35
9540.35,8140.93,8479.35,9988.2,3130.75,3261.29,2772.2,3032.68,0,2,10748.1
10748.1,9540.35,9386.59,10242.18,3353.63,3130.75,3072.92,3606.32,0,2,10657.95
10657.95,10748.1,8150.92,9837.13,3925.54,3353.63,3110.36,3706.59,0,2,9093.18
9093.18,10657.95,9164.5,10212.18,4305.65,3925.54,3655.45,4816.88,0,2,9112.55
9112.55,9093.18,9994.86,10391.7,5825.45,4305.65,4459.11,5196.75,0,2,9728.43
9728.43,9112.55,7326.53,8452.39,5504.26,5825.45,3358,3629.61,0,2,8221.73
8221.73,9728.43,4874.3,6220.28,3788.77,5504.26,2497.51,2996.7,0,2,6590.8
6590.8,8221.73,3904.33,4973.33,3099.8,3788.77,2016.87,2362.51,0,2,5348.1
5348.1,6590.8,4244.05,5231.9,2480.23,3099.8,2087.74,2496.4,0,2,5437.25
5437.25,5348.1,5249.63,5547.7,2435.4,2480.23,1995.82,2294,0,2,5333.8
5333.8,5437.25,5758.7,6100.13,2236.59,2435.4,1887.59,2203.52,0,2,5999.45
5999.45,5333.8,6098.35,6617.73,2104.65,2236.59,1848.47,2024.78,0,2,6205.85
6205.85,5999.45,6123.1,6653.93,1997.65,2104.65,1805.51,1968.63,0,2,6194.48
6194.48,6205.85,5928.25,6611.7,1981.69,1997.65,1845.74,2037.25,0,2,6151.33
6151.33,6194.48,5827.28,6628.95,2044.63,1981.69,2035.06,2235.61,0,2,5944.3
5944.3,6151.33,8308.75,9679.3,2499.81,2044.63,2668.6,2870.14,0,2,8011
8011,5944.3,9969.95,11369.86,2990.29,2499.81,3994.37,3817.61,0,2,9026.97
9026.97,8011,9103.95,10827.73,3352.76,2990.29,6120.33,4823.49,0,2,9385.56
9385.56,9026.97,8919.8,10202.53,3515.38,3352.76,6375.2,4867.97,0,2,9239.8
9239.8,9385.56,9520.46,9581.08,3803.47,3515.38,5500.46,4439.84,0,2,8684.85
8684.85,9239.8,8906.01,8633.42,3695.61,3803.47,4118.72,3559.63,0,2,6913.88
6913.88,8684.85,8847.16,8298.23,3050.5,3695.61,3676.65,3249.35,0,2,5799.1
5799.1,6913.88,8140.93,6910.7,2845.93,3050.5,3261.29,2664.06,0,2,4621.08
